1,NULL,8,1,4,1,NULL,NULL,NULL,NULL,886.00
1,NULL,8,2,5,1,NULL,NULL,NULL,NULL,886.00
1,NULL,1759,1,4,1,NULL,NULL,NULL,NULL,1708.00
1,NULL,1759,2,5,1,NULL,NULL,NULL,NULL,1708.00
1,NULL,2246,1,3,1,NULL,NULL,NULL,NULL,2.00
1,NULL,2246,1,4,1,NULL,NULL,NULL,NULL,2447.00
1,NULL,2246,2,5,1,NULL,NULL,NULL,NULL,2447.00
1,NULL,2246,2,9,2,NULL,NULL,NULL,NULL,45.00
1,1,8,1,3,1,NULL,NULL,NULL,NULL,1.00
1,1,8,1,4,1,NULL,NULL,NULL,NULL,3976.00
1,1,8,2,5,1,NULL,NULL,NULL,NULL,3976.00
1,1,1252,1,3,1,NULL,NULL,NULL,NULL,2.00
1,1,1252,1,4,1,NULL,NULL,NULL,NULL,1636.00
1,1,1252,2,5,1,NULL,NULL,NULL,NULL,1636.00
1,1,1252,2,6,2,NULL,NULL,NULL,NULL,-200.00
1,1,1252,2,7,2,NULL,NULL,NULL,NULL,-10.00
1,1,1252,2,10,2,NULL,NULL,NULL,NULL,300.00
1,1,1410,1,1,1,NULL,NULL,NULL,NULL,1748.00
1,1,1410,1,2,1,NULL,NULL,NULL,NULL,4.00
1,1,1410,1,3,1,NULL,NULL,NULL,NULL,8.00
1,1,1410,1,4,1,NULL,NULL,NULL,NULL,2797.00
1,1,1410,2,5,1,NULL,NULL,NULL,NULL,2797.00
1,1,1673,1,4,1,NULL,NULL,NULL,NULL,865.00
1,1,1673,2,5,1,NULL,NULL,NULL,NULL,865.00
1,1,1694,1,4,1,NULL,NULL,NULL,NULL,2981.00
1,1,1694,2,5,1,NULL,NULL,NULL,NULL,2981.00
1,1,1708,1,4,1,NULL,NULL,NULL,NULL,3053.00
1,1,1708,2,5,1,NULL,NULL,NULL,NULL,3053.00
1,1,1708,2,10,2,NULL,NULL,NULL,NULL,150.00
1,1,1759,1,3,1,NULL,NULL,NULL,NULL,1.00
1,1,1759,1,4,1,NULL,NULL,NULL,NULL,816.00
1,1,1759,2,5,1,NULL,NULL,NULL,NULL,816.00
1,1,1794,1,4,1,NULL,NULL,NULL,NULL,397.00
1,1,1794,2,5,1,NULL,NULL,NULL,NULL,397.00
1,1,1931,1,4,1,NULL,NULL,NULL,NULL,56.00
1,1,1931,2,5,1,NULL,NULL,NULL,NULL,56.00
1,1,1997,1,4,1,NULL,NULL,NULL,NULL,1513.00
1,1,1997,2,5,1,NULL,NULL,NULL,NULL,1513.00
1,1,1997,2,9,2,NULL,NULL,NULL,NULL,24.00
